1275000,hockingstuart,Southern Metropolitan
1455000,Thomson,Southern Metropolitan
2850000,Buxton,Southern Metropolitan
1850000,Greg,Southern Metropolitan
1436000,RT,Southern Metropolitan
1110000,Marshall,Southern Metropolitan
1550000,Sotheby's,Southern Metropolitan
2300000,Marshall,Southern Metropolitan
1550000,Marshall,Southern Metropolitan
1800000,Greg,Southern Metropolitan
2120000,Greg,Southern Metropolitan
1800000,Cayzer,Southern Metropolitan
1800000,Marshall,Southern Metropolitan
1810000,Greg,Southern Metropolitan
2615000,Cayzer,Southern Metropolitan
2100000,Greg,Southern Metropolitan
1300000,hockingstuart,Southern Metropolitan
1370000,Greg,Southern Metropolitan
1000000,Cayzer,Southern Metropolitan
2575000,Greg,Southern Metropolitan
1322500,Greg,Southern Metropolitan
1562500,Greg,Southern Metropolitan
2000000,RT,Southern Metropolitan
1900000,Greg,Southern Metropolitan
3010000,Greg,Southern Metropolitan
2800000,Cayzer,Southern Metropolitan
647000,Greg,Southern Metropolitan
2100000,Marshall,Southern Metropolitan
2000000,Marshall,Southern Metropolitan
442500,Marshall,Southern Metropolitan
4735000,Marshall,Southern Metropolitan
1340000,Greg,Southern Metropolitan
1801000,hockingstuart,Southern Metropolitan
1532000,Chisholm,Southern Metropolitan
3755000,Greg,Southern Metropolitan
2140000,Greg,Southern Metropolitan
1750000,Marshall,Southern Metropolitan
980000,Greg,Southern Metropolitan
2030000,hockingstuart,Southern Metropolitan
1740000,Marshall,Southern Metropolitan
2800000,Buxton,Southern Metropolitan
985000,Marshall,Southern Metropolitan
2000000,Brace,Northern Metropolitan
1110000,Jellis,Northern Metropolitan
1492000,Jellis,Northern Metropolitan
1717500,Collins,Northern Metropolitan
2840000,Nelson,Northern Metropolitan
525500,Miles,Northern Metropolitan
805000,Miles,Northern Metropolitan
465000,McGrath,Northern Metropolitan
2000000,hockingstuart,Northern Metropolitan
1540000,Nelson,Northern Metropolitan
820000,Nelson,Northern Metropolitan
1830000,Nelson,Northern Metropolitan
2100000,Nelson,Northern Metropolitan
865000,hockingstuart,Northern Metropolitan
390000,Nelson,Northern Metropolitan
650000,Brace,Northern Metropolitan
512000,Love,Northern Metropolitan
1165000,Barry,Northern Metropolitan
1900000,McGrath,Northern Metropolitan
1485000,McGrath,Northern Metropolitan
1950000,Jellis,Northern Metropolitan
520000,Greg,Western Metropolitan
1525000,Greg,Western Metropolitan
720000,hockingstuart,Western Metropolitan
1120000,Barlow,Western Metropolitan
780000,Sweeney,Western Metropolitan
1780000,Greg,Western Metropolitan
630000,Barlow,Western Metropolitan
406000,hockingstuart,Western Metropolitan
660000,Greg,Western Metropolitan
683500,Greg,Western Metropolitan
580000,Barlow,Western Metropolitan
1335000,hockingstuart,Western Metropolitan
800000,hockingstuart,Western Metropolitan
510000,Village,Western Metropolitan
1070000,Barlow,Western Metropolitan
425000,hockingstuart,Western Metropolitan
605000,Jas,Western Metropolitan
705000,hockingstuart,Western Metropolitan
391000,Greg,Western Metropolitan
440000,hockingstuart,Western Metropolitan
845000,hockingstuart,Western Metropolitan
743000,Gunn&Co,Western Metropolitan
730000,Barlow,Western Metropolitan
635000,Sweeney,Western Metropolitan
620000,hockingstuart,Western Metropolitan
447000,Burnham,Western Metropolitan
730000,Barlow,Western Metropolitan
678000,hockingstuart,Western Metropolitan
580000,Biggin,Western Metropolitan
712000,hockingstuart,Western Metropolitan
840000,Greg,Western Metropolitan
980000,Barlow,Western Metropolitan
605100,hockingstuart,Western Metropolitan
880000,Barlow,Western Metropolitan
577000,Williams,Western Metropolitan
1030000,Barlow,Western Metropolitan
605000,Barlow,Western Metropolitan
753000,Barlow,Western Metropolitan
857000,hockingstuart,Western Metropolitan
1500000,Barlow,Western Metropolitan
730000,Barlow,Western Metropolitan
900000,Sweeney,Western Metropolitan
740000,Greg,Western Metropolitan
931000,Sweeney,Western Metropolitan
535600,Compton,Western Metropolitan
1085000,FN,Western Metropolitan
781000,Jas,Western Metropolitan
750000,Jas,Western Metropolitan
421000,hockingstuart,Western Metropolitan
1405000,Sweeney,Western Metropolitan
683000,FN,Western Metropolitan
623000,Sweeney,Western Metropolitan
720000,Greg,Western Metropolitan
588000,Williams,Western Metropolitan
710000,Village,Western Metropolitan
875000,Jas,Western Metropolitan
700000,Jas,Western Metropolitan
640000,Williams,Western Metropolitan
650000,Williams,Western Metropolitan
675000,hockingstuart,Western Metropolitan
708000,Greg,Western Metropolitan
965000,Gunn&Co,Western Metropolitan
680000,Sweeney,Western Metropolitan
770000,hockingstuart,Western Metropolitan
923000,Greg,Western Metropolitan
693000,Raine&Horne,Western Metropolitan
620000,Hunter,Western Metropolitan
728500,Jas,Western Metropolitan
931000,hockingstuart,Western Metropolitan
988000,Sweeney,Western Metropolitan
590000,Village,Western Metropolitan
610000,RT,Western Metropolitan
815000,hockingstuart,Western Metropolitan
970000,Greg,Western Metropolitan
760000,Hunter,Western Metropolitan
847500,RT,Western Metropolitan
1200000,RT,Western Metropolitan
700000,Hunter,Western Metropolitan
625000,Hunter,Western Metropolitan
292000,Jas,Western Metropolitan
599000,Jellis,Southern Metropolitan
550000,Noel,Southern Metropolitan
995000,Marshall,Southern Metropolitan
1205000,Jellis,Southern Metropolitan
1939000,Jellis,Southern Metropolitan
421500,Biggin,Southern Metropolitan
1870000,Hodges,Southern Metropolitan
678000,hockingstuart,Southern Metropolitan
1918000,Jellis,Southern Metropolitan
660000,hockingstuart,Southern Metropolitan
2050000,Marshall,Southern Metropolitan
700000,Jellis,Southern Metropolitan
3625000,Jellis,Southern Metropolitan
3000000,Jellis,Southern Metropolitan
1525000,Jellis,Southern Metropolitan
735000,Marshall,Southern Metropolitan
825000,Jellis,Southern Metropolitan
1586000,RT,Southern Metropolitan
645000,Marshall,Southern Metropolitan
1435000,Jellis,Southern Metropolitan
280000,hockingstuart,Southern Metropolitan
400000,hockingstuart,Southern Metropolitan
1780000,Marshall,Southern Metropolitan
592500,hockingstuart,Southern Metropolitan
1210000,Marshall,Southern Metropolitan
2801000,Marshall,Southern Metropolitan
390000,Jellis,Southern Metropolitan
1800000,RT,Southern Metropolitan
2200000,Jellis,Southern Metropolitan
324000,Jellis,Southern Metropolitan
5525000,Marshall,Southern Metropolitan
1125000,RT,Southern Metropolitan
2250000,Marshall,Southern Metropolitan
2360000,hockingstuart,Southern Metropolitan
1900000,Jellis,Southern Metropolitan
440000,Jellis,Southern Metropolitan
490000,Ray,Southern Metropolitan
2365000,Marshall,Southern Metropolitan
1300000,Jellis,Southern Metropolitan
732000,Gary,Southern Metropolitan
704000,Greg,Southern Metropolitan
620000,Marshall,Southern Metropolitan
1900000,Marshall,Southern Metropolitan
315000,Fletchers,Southern Metropolitan
450000,hockingstuart,Southern Metropolitan
710000,Jellis,Southern Metropolitan
872000,Jellis,Southern Metropolitan
598000,hockingstuart,Southern Metropolitan
1285000,Marshall,Southern Metropolitan
3660000,Jellis,Southern Metropolitan
520000,hockingstuart,Southern Metropolitan
3625000,Jellis,Southern Metropolitan
4200000,Kay,Southern Metropolitan
1101000,Jellis,Southern Metropolitan
3512500,Marshall,Southern Metropolitan
2000000,Marshall,Southern Metropolitan
869000,Jellis,Southern Metropolitan
2810000,Marshall,Southern Metropolitan
565000,Ray,Southern Metropolitan
567000,hockingstuart,Southern Metropolitan
546000,hockingstuart,Southern Metropolitan
471500,Ray,Southern Metropolitan
455000,Nelson,Western Metropolitan
940000,Nelson,Western Metropolitan
467000,Brad,Western Metropolitan
1380000,Nelson,Western Metropolitan
490000,Jellis,Western Metropolitan
1850000,Brad,Western Metropolitan
1284000,Woodards,Western Metropolitan
971000,Nelson,Western Metropolitan
710000,Nelson,Western Metropolitan
2425000,Brad,Western Metropolitan
750000,Maddison,Western Metropolitan
1053000,Nelson,Western Metropolitan
1377000,Nelson,Western Metropolitan
970000,Brad,Western Metropolitan
940000,Nelson,Western Metropolitan
751000,Nelson,Western Metropolitan
950000,Raine,Western Metropolitan
685000,Brad,Western Metropolitan
1230000,Nelson,Western Metropolitan
636500,Jellis,Western Metropolitan
910000,Raine,Western Metropolitan
770000,Nelson,Western Metropolitan
960000,Walshe,Western Metropolitan
890000,Raine,Western Metropolitan
965000,Nelson,Western Metropolitan
1440000,Nelson,Western Metropolitan
955000,Woodards,Western Metropolitan
450000,Nelson,Western Metropolitan
801000,Jellis,Western Metropolitan
1000000,Brad,Western Metropolitan
1435000,Nelson,Western Metropolitan
390000,Alexkarbon,Western Metropolitan
1425000,Jellis,Western Metropolitan
1340000,Nelson,Western Metropolitan
955000,Brad,Western Metropolitan
1100000,Nelson,Western Metropolitan
1255000,Nelson,Western Metropolitan
432000,Biggin,Western Metropolitan
1640000,Raine,Western Metropolitan
1430000,Nelson,Western Metropolitan
610000,Brad,Western Metropolitan
940000,Nelson,Western Metropolitan
890000,Brad,Western Metropolitan
1180000,Brad,Western Metropolitan
1480000,Raine,Western Metropolitan
1150000,Brad,Western Metropolitan
1350000,Brad,Western Metropolitan
1905000,Nelson,Western Metropolitan
865000,Nelson,Western Metropolitan
705000,Brad,Western Metropolitan
442000,Alexkarbon,Western Metropolitan
540000,Jellis,Western Metropolitan
1037500,Alexkarbon,Western Metropolitan
1050000,Jellis,Western Metropolitan
440000,McDonald,Western Metropolitan
1010000,Brad,Western Metropolitan
1430000,Nelson,Western Metropolitan
570000,Nelson,Western Metropolitan
690000,Brad,Western Metropolitan
1291000,Brad,Western Metropolitan
1130000,Nelson,Western Metropolitan
1135000,Brad,Western Metropolitan
950000,Nelson,Western Metropolitan
790000,Weda,Western Metropolitan
390000,Jellis,Western Metropolitan
1345000,Jellis,Western Metropolitan
1381500,Barry,Western Metropolitan
940000,Jellis,Western Metropolitan
995000,Nelson,Western Metropolitan
1050000,Frank,Western Metropolitan
786000,Brad,Western Metropolitan
705000,Nelson,Western Metropolitan
760000,Nelson,Western Metropolitan
487500,Hodges,Western Metropolitan
1000000,Nelson,Western Metropolitan
1110000,Nelson,Western Metropolitan
1300000,Jellis,Western Metropolitan
1060000,Nelson,Western Metropolitan
1410000,Nelson,Western Metropolitan
1305000,Barry,Western Metropolitan
932500,Nelson,Western Metropolitan
965000,Alexkarbon,Western Metropolitan
1215000,Stockdale,Western Metropolitan
545000,Nelson,Western Metropolitan
1705000,Jellis,Western Metropolitan
970000,Nelson,Western Metropolitan
925000,Barry,Western Metropolitan
2650000,Marshall,Southern Metropolitan
1670000,Jellis,Southern Metropolitan
955000,Buxton,Southern Metropolitan
2050000,Fletchers,Southern Metropolitan
500000,Fletchers,Southern Metropolitan
1575000,Jellis,Southern Metropolitan
1555000,Jellis,Southern Metropolitan
1100000,Marshall,Southern Metropolitan
1337000,Buxton,Southern Metropolitan
2950000,hockingstuart,Southern Metropolitan
2215000,Marshall,Southern Metropolitan
1518000,Jellis,Southern Metropolitan
1710000,hockingstuart,Southern Metropolitan
1655000,Jellis,Southern Metropolitan
1550000,Marshall,Southern Metropolitan
1662000,Jellis,Southern Metropolitan
1665000,Jellis,Southern Metropolitan
1445000,Jellis,Southern Metropolitan
3510000,Jellis,Southern Metropolitan
968000,Jellis,Southern Metropolitan
900000,Jellis,Southern Metropolitan
1500000,hockingstuart,Southern Metropolitan
2752000,Jellis,Southern Metropolitan
1500000,Jellis,Southern Metropolitan
1800000,Jellis,Southern Metropolitan
1830000,Jellis,Southern Metropolitan
1415000,Buxton,Southern Metropolitan
1440000,Jellis,Southern Metropolitan
1250000,Noel,Southern Metropolitan
1422000,Buxton,Southern Metropolitan
1600000,Marshall,Southern Metropolitan
1860000,Jellis,Southern Metropolitan
1710000,Marshall,Southern Metropolitan
1790000,hockingstuart,Southern Metropolitan
1950000,Tim,Southern Metropolitan
1600000,Fletchers,Southern Metropolitan
1320000,Marshall,Southern Metropolitan
1650000,Marshall,Southern Metropolitan
995000,Tim,Southern Metropolitan
1250000,Woodards,Southern Metropolitan
1045000,Tim,Southern Metropolitan
1200000,Purplebricks,Southern Metropolitan
1075000,Jellis,Southern Metropolitan
1500000,Fletchers,Southern Metropolitan
1120000,Tim,Southern Metropolitan
700000,hockingstuart,Southern Metropolitan
761000,Fletchers,Southern Metropolitan
1270000,Buxton,Southern Metropolitan
1510000,Buxton,Southern Metropolitan
1365000,Fletchers,Southern Metropolitan
1100000,Tim,Southern Metropolitan
1415000,Buxton,Southern Metropolitan
690000,Ray,Southern Metropolitan
1631000,Jellis,Southern Metropolitan
1500000,Buxton,Southern Metropolitan
1060000,Harcourts,Southern Metropolitan
1529500,Buxton,Southern Metropolitan
600000,Noel,Southern Metropolitan
535000,Woodards,Southern Metropolitan
785000,Buxton,Southern Metropolitan
1240000,Tim,Southern Metropolitan
700000,hockingstuart,Southern Metropolitan
1350000,Buxton,Southern Metropolitan
1110000,Fletchers,Southern Metropolitan
1305000,Jellis,Southern Metropolitan
855000,Noel,Southern Metropolitan
900500,Jellis,Southern Metropolitan
1200000,Buxton,Southern Metropolitan
830000,Barry,Southern Metropolitan
850000,Moonee,Western Metropolitan
750000,Moonee,Western Metropolitan
851000,Nelson,Western Metropolitan
848000,Nelson,Western Metropolitan
806000,Moonee,Western Metropolitan
1155000,Nelson,Western Metropolitan
670000,Nelson,Western Metropolitan
1200000,Nelson,Western Metropolitan
636000,Nelson,Western Metropolitan
680000,Nelson,Western Metropolitan
1160000,Moonee,Western Metropolitan
750000,Barry,Western Metropolitan
627500,Moonee,Western Metropolitan
880000,Moonee,Western Metropolitan
950000,Moonee,Western Metropolitan
1600000,Nelson,Western Metropolitan
585000,Barry,Western Metropolitan
650000,Moonee,Western Metropolitan
725000,Moonee,Western Metropolitan
665000,Brad,Western Metropolitan
560500,Nelson,Western Metropolitan
615000,Moonee,Western Metropolitan
845000,Nelson,Western Metropolitan
585000,Barry,Western Metropolitan
440000,Nelson,Western Metropolitan
850000,Moonee,Western Metropolitan
850000,Moonee,Western Metropolitan
705000,Nelson,Western Metropolitan
1100000,Brad,Western Metropolitan
892500,Nelson,Western Metropolitan
695000,HAR,Western Metropolitan
522500,Nelson,Western Metropolitan
680000,Nelson,Western Metropolitan
500000,Nelson,Western Metropolitan
550000,Moonee,Western Metropolitan
730000,Jas,Western Metropolitan
875000,Edward,Western Metropolitan
850000,Moonee,Western Metropolitan
635000,Moonee,Western Metropolitan
762000,Nelson,Western Metropolitan
411000,Barry,Western Metropolitan
790000,Barry,Western Metropolitan
605000,Barry,Western Metropolitan
805000,Nelson,Western Metropolitan
890000,Moonee,Western Metropolitan
795000,Barry,Western Metropolitan
634000,Nelson,Western Metropolitan
642000,Moonee,Western Metropolitan
863000,Barry,Western Metropolitan
740000,Moonee,Western Metropolitan
1819000,Gary,Southern Metropolitan
410000,hockingstuart,Southern Metropolitan
280000,hockingstuart,Southern Metropolitan
1015000,Gary,Southern Metropolitan
502500,Buxton,Southern Metropolitan
520000,Gary,Southern Metropolitan
442000,Buxton,Southern Metropolitan
1193000,McGrath,Southern Metropolitan
416000,Chisholm,Southern Metropolitan
820000,Gary,Southern Metropolitan
474000,hockingstuart,Southern Metropolitan
981000,Buxton,Southern Metropolitan
1690000,McGrath,Southern Metropolitan
540000,McGrath,Southern Metropolitan
1080000,Buxton,Southern Metropolitan
500000,Biggin,Southern Metropolitan
497500,hockingstuart,Southern Metropolitan
2100000,Marshall,Southern Metropolitan
1800000,Marshall,Southern Metropolitan
1255000,Noel,Southern Metropolitan
1070000,Philip,Southern Metropolitan
2570000,RT,Southern Metropolitan
2400000,RW,Southern Metropolitan
2200000,North,Southern Metropolitan
3250000,hockingstuart,Southern Metropolitan
806000,Noel,Southern Metropolitan
4000000,Jellis,Southern Metropolitan
1215000,Jellis,Southern Metropolitan
2250000,Noel,Southern Metropolitan
812000,Jellis,Southern Metropolitan
1140000,Nelson,Southern Metropolitan
2330000,Marshall,Southern Metropolitan
2800000,Marshall,Southern Metropolitan
605000,Marshall,Southern Metropolitan
1255000,Noel,Southern Metropolitan
1850000,Fletchers,Southern Metropolitan
805000,Noel,Southern Metropolitan
700000,Marshall,Southern Metropolitan
2130000,Jellis,Southern Metropolitan
500000,Marshall,Southern Metropolitan
2125000,Jellis,Southern Metropolitan
1800000,Jellis,Southern Metropolitan
635000,Fletchers,Southern Metropolitan
526000,hockingstuart,Southern Metropolitan
390000,Jellis,Southern Metropolitan
905000,Kay,Southern Metropolitan
1750000,Ascend,Southern Metropolitan
760000,Christopher,Southern Metropolitan
3180000,Kay,Southern Metropolitan
1367000,Jellis,Southern Metropolitan
3600000,Marshall,Southern Metropolitan
2550000,Marshall,Southern Metropolitan
1400000,Noel,Southern Metropolitan
3270000,Fletchers,Southern Metropolitan
625000,Jellis,Southern Metropolitan
700000,Noel,Southern Metropolitan
1860000,Marshall,Southern Metropolitan
2730000,RT,Southern Metropolitan
2020000,Marshall,Southern Metropolitan
460000,Jellis,Southern Metropolitan
2250000,Jellis,Southern Metropolitan
1053000,Fletchers,Southern Metropolitan
1800000,Marshall,Southern Metropolitan
1472000,Noel,Southern Metropolitan
2120000,Jellis,Southern Metropolitan
1910000,Jellis,Southern Metropolitan
754000,Marshall,Southern Metropolitan
3000000,Jellis,Southern Metropolitan
3400000,Jellis,Southern Metropolitan
2188000,Marshall,Southern Metropolitan
755000,Noel,Southern Metropolitan
2900000,Marshall,Southern Metropolitan
3290000,Jellis,Southern Metropolitan
2665000,Jellis,Southern Metropolitan
1801000,Noel,Southern Metropolitan
2410000,Fletchers,Southern Metropolitan
650000,Jellis,Southern Metropolitan
2275000,Jellis,Southern Metropolitan
2810000,Jellis,Southern Metropolitan
1385000,Jellis,Southern Metropolitan
2000000,hockingstuart,Southern Metropolitan
1900000,Mandy,Southern Metropolitan
3401000,Jellis,Southern Metropolitan
1750000,Jellis,Southern Metropolitan
4000000,RT,Southern Metropolitan
1100000,hockingstuart,Southern Metropolitan
3020000,Jellis,Southern Metropolitan
2950000,Jellis,Southern Metropolitan
2450000,Marshall,Southern Metropolitan
1912000,Fletchers,Southern Metropolitan
730000,hockingstuart,Southern Metropolitan
3900000,Jellis,Southern Metropolitan
1500000,Noel,Southern Metropolitan
1850000,Fletchers,Southern Metropolitan
1700000,Marshall,Southern Metropolitan
1010000,Marshall,Southern Metropolitan
1315000,hockingstuart,Southern Metropolitan
1500000,Jellis,Southern Metropolitan
3230000,Jellis,Southern Metropolitan
1080000,Jellis,Southern Metropolitan
1350000,Barry,Southern Metropolitan
1905000,Noel,Southern Metropolitan
3300000,hockingstuart,Southern Metropolitan
1900000,Fletchers,Southern Metropolitan
2251000,Marshall,Southern Metropolitan
2205000,RW,Southern Metropolitan
1265000,hockingstuart,Southern Metropolitan
2000000,R&H,Southern Metropolitan
1750000,Kay,Southern Metropolitan
1450000,Jellis,Southern Metropolitan
2614000,Fletchers,Southern Metropolitan
1825000,Fletchers,Southern Metropolitan
2550000,Fletchers,Southern Metropolitan
1570000,Jellis,Southern Metropolitan
3250000,Jellis,Southern Metropolitan
1750000,Ray,Southern Metropolitan
1150000,Christopher,Southern Metropolitan
1575000,Noel,Southern Metropolitan
1505000,hockingstuart,Southern Metropolitan
1572000,hockingstuart,Southern Metropolitan
1500000,Jellis,Southern Metropolitan
1400000,Jellis,Southern Metropolitan
1750000,Jellis,Southern Metropolitan
1850000,Jellis,Southern Metropolitan
1480000,Marshall,Southern Metropolitan
1400000,hockingstuart,Southern Metropolitan
2130000,RW,Southern Metropolitan
1050000,Fletchers,Southern Metropolitan
3690000,RW,Southern Metropolitan
1740000,Jellis,Southern Metropolitan
2575000,Jellis,Southern Metropolitan
1388800,Jellis,Southern Metropolitan
1702000,Jellis,Southern Metropolitan
1800000,Fletchers/One,Southern Metropolitan
2910000,Marshall,Southern Metropolitan
1400000,Noel,Southern Metropolitan
860000,hockingstuart,Southern Metropolitan
1670000,Marshall,Southern Metropolitan
1500000,hockingstuart,Southern Metropolitan
2200000,Noel,Southern Metropolitan
1350000,Jellis,Southern Metropolitan
2070000,Jellis,Southern Metropolitan
1300000,Marshall,Southern Metropolitan
1700000,Fletchers,Southern Metropolitan
1750000,Noel,Southern Metropolitan
980000,Fletchers,Southern Metropolitan
1230000,Noel,Southern Metropolitan
2600000,Barry,Southern Metropolitan
1950000,Fletchers,Southern Metropolitan
1750000,RW,Southern Metropolitan
2000000,Fletchers,Southern Metropolitan
1480000,Jellis,Southern Metropolitan
3000000,Nelson,Southern Metropolitan
1818000,Fletchers,Southern Metropolitan
2170000,Fletchers,Southern Metropolitan
2525000,Jellis,Southern Metropolitan
3360000,Assisi,Southern Metropolitan
1620000,Jellis,Southern Metropolitan
1903000,Noel,Southern Metropolitan
1712000,Fletchers,Southern Metropolitan
1720000,Marshall,Southern Metropolitan
1670000,Jellis,Southern Metropolitan
1350000,Nelson,Southern Metropolitan
1675000,Fletchers,Southern Metropolitan
1680000,Noel,Southern Metropolitan
1800000,hockingstuart,Southern Metropolitan
1550000,Noel,Southern Metropolitan
4000000,Marshall,Southern Metropolitan
2900000,Jellis,Southern Metropolitan
2205000,Fletchers,Southern Metropolitan
1137000,Fletchers,Southern Metropolitan
2100000,Jellis,Southern Metropolitan
1389000,Jellis,Southern Metropolitan
685000,Jellis,Southern Metropolitan
1900000,hockingstuart,Southern Metropolitan
1335000,Fletchers,Southern Metropolitan
1600000,Marshall,Southern Metropolitan
1830000,Fletchers,Southern Metropolitan
1900000,One,Southern Metropolitan
1500000,hockingstuart,Southern Metropolitan
735000,Christopher,Southern Metropolitan
1040000,Fletchers,Southern Metropolitan
1520000,Jellis,Southern Metropolitan
1250000,Marshall,Southern Metropolitan
1900000,Fletchers,Southern Metropolitan
1875000,Fletchers,Southern Metropolitan
1530000,hockingstuart,Southern Metropolitan
1700000,Jellis,Southern Metropolitan
1238000,Fletchers,Southern Metropolitan
1320000,Noel,Southern Metropolitan
560000,hockingstuart,Southern Metropolitan
1651000,Nelson,Southern Metropolitan
1920000,Marshall,Southern Metropolitan
1560000,RT,Southern Metropolitan
1550000,Fletchers,Southern Metropolitan
1038000,Christopher,Southern Metropolitan
1660000,hockingstuart,Southern Metropolitan
1260000,hockingstuart,Southern Metropolitan
2000000,Kay,Southern Metropolitan
2155000,Jellis,Southern Metropolitan
1225000,Fletchers,Southern Metropolitan
2150000,Noel,Southern Metropolitan
1770000,Fletchers,Southern Metropolitan
691500,Fletchers,Southern Metropolitan
1836000,Jellis,Southern Metropolitan
636000,hockingstuart,Southern Metropolitan
1275000,Woodards,Southern Metropolitan
875000,hockingstuart,Southern Metropolitan
895000,Ray,Southern Metropolitan
1550000,Woodards,Southern Metropolitan
1420000,Woodards,Southern Metropolitan
1425000,Buxton,Southern Metropolitan
851000,hockingstuart,Southern Metropolitan
1222500,Ray,Southern Metropolitan
1260000,hockingstuart,Southern Metropolitan
2700000,hockingstuart,Southern Metropolitan
900000,hockingstuart,Southern Metropolitan
1100000,Buxton,Southern Metropolitan
1005000,Ray,Southern Metropolitan
1317500,Buxton,Southern Metropolitan
360000,Buxton,Southern Metropolitan
1435000,hockingstuart,Southern Metropolitan
1110000,Buxton,Southern Metropolitan
2435000,Buxton,Southern Metropolitan
1500000,hockingstuart,Southern Metropolitan
1300000,Buxton,Southern Metropolitan
855000,Buxton,Southern Metropolitan
1125000,hockingstuart,Southern Metropolitan
1135000,O'Brien,Southern Metropolitan
867000,hockingstuart,Southern Metropolitan
1328000,hockingstuart,Southern Metropolitan
1340000,hockingstuart,Southern Metropolitan
1155000,Buxton,Southern Metropolitan
1275000,Buxton,Southern Metropolitan
770000,Woodards,Southern Metropolitan
855000,Marshall,Southern Metropolitan
1100000,Buxton,Southern Metropolitan
650000,hockingstuart,Southern Metropolitan
1815000,Buxton,Southern Metropolitan
2255000,hockingstuart,Southern Metropolitan
1470000,McGrath,Southern Metropolitan
420000,Buxton,Southern Metropolitan
855000,hockingstuart,Southern Metropolitan
1450000,hockingstuart,Southern Metropolitan
1200000,hockingstuart,Southern Metropolitan
1860000,McGrath,Southern Metropolitan
725000,hockingstuart,Southern Metropolitan
1293000,Buxton,Southern Metropolitan
1390000,Buxton,Southern Metropolitan
1400000,Buxton,Southern Metropolitan
1328000,Woodards,Southern Metropolitan
1247000,hockingstuart,Southern Metropolitan
1311000,Buxton,Southern Metropolitan
1100000,hockingstuart,Southern Metropolitan
1327500,hockingstuart,Southern Metropolitan
1560000,Buxton,Southern Metropolitan
1370000,hockingstuart,Southern Metropolitan
1100000,Buxton,Southern Metropolitan
1385000,hockingstuart,Southern Metropolitan
1275000,hockingstuart,Southern Metropolitan
1095000,Buxton,Southern Metropolitan
797500,Ray,Southern Metropolitan
725000,hockingstuart,Southern Metropolitan
825000,Buxton,Southern Metropolitan
1235000,Buxton,Southern Metropolitan
1600000,Gary,Southern Metropolitan
1165000,Buxton,Southern Metropolitan
1355000,hockingstuart,Southern Metropolitan
1910000,hockingstuart,Southern Metropolitan
1448000,hockingstuart,Southern Metropolitan
820000,hockingstuart,Southern Metropolitan
895000,Buxton,Southern Metropolitan
1041000,Woodards,Southern Metropolitan
1430000,hockingstuart,Southern Metropolitan
910000,Buxton,Southern Metropolitan
